season,episode,contestant,tribe,eliminated,starting_tribe,starting_tribe_size,tribe_size,remaining,merged,swap_phase,immunity_won,tribe_immunity,prior_votes_against,times_targeted,has_idol,in_main_alliance,confessional_count,visibility_score,visibility_spike,negative_edit_score,strategic_isolation,prior_perf_score,is_returnee,season_returnee_count,advantages_held,idols_played_this_ep,vote_steals_active,same_starting_tribe_remaining,voting_minority_score,confessional_share,narrative_intensity,swing_vote_potential,is_returnee_first_three_eps
1,3,Gretchen,Pagong,0,Pagong,8,7,14,0,0,0,1,0,0,0,1,3.0,0.07263157894736842,0.032631578947368414,0.0,0.0,0.75,0,0,0,0,0,7,0.0,0.05084745762711865,0.0,0.0,0
1,3,Jenna,Pagong,0,Pagong,8,7,14,0,0,0,1,0,0,0,1,4.0,0.017543859649122806,0.017543859649122806,0.0,0.0,0.75,0,0,0,0,0,7,0.0,0.06779661016949153,0.0,0.0,0
1,3,Joel,Pagong,0,Pagong,8,7,14,0,0,0,1,0,0,0,1,2.0,0.05754385964912281,-0.022456140350877195,0.0,0.0,0.75,0,0,0,0,0,7,0.0,0.03389830508474576,0.0,0.0,0
1,3,Kelly,Tagi,0,Tagi,8,7,14,0,0,0,0,0,0,0,0,7.0,0.048771929824561404,-0.031228070175438598,0.0,1.0,0.25,0,0,0,0,0,7,1.0,0.11864406779661017,0.0,0.0,0
1,3,Ramona,Pagong,0,Pagong,8,7,14,0,0,0,1,0,0,0,1,0.0,0.11894736842105263,0.03894736842105262,0.0,0.0,0.75,0,0,0,0,0,7,0.0,0.0,0.0,0.0,0
1,3,Richard,Tagi,0,Tagi,8,7,14,0,0,0,0,0,0,0,0,10.0,0.11508771929824561,-0.04491228070175439,0.0,1.0,0.25,0,0,0,0,0,7,1.0,0.1694915254237288,0.0,0.0,0
1,3,Rudy,Tagi,0,Tagi,8,7,14,0,0,0,0,3,3,0,1,2.0,0.10631578947368421,-0.05368421052631579,0.0,0.0,0.25,0,0,0,0,0,7,0.0,0.03389830508474576,0.0,0.0,0
1,3,Sean,Tagi,0,Tagi,8,7,14,0,0,0,0,0,0,0,1,3.0,0.06385964912280702,0.02385964912280701,0.0,0.0,0.25,0,0,0,0,0,7,0.0,0.05084745762711865,0.0,0.0,0
1,3,Stacey,Tagi,1,Tagi,8,7,14,0,0,0,0,1,1,0,0,6.0,0.03754385964912281,-0.002456140350877198,0.0,1.0,0.25,0,0,0,0,0,7,1.0,0.1016949152542373,0.0,0.0,0
1,3,Sue,Tagi,0,Tagi,8,7,14,0,0,0,0,0,0,0,1,5.0,0.05754385964912281,-0.022456140350877195,0.0,0.0,0.25,0,0,0,0,0,7,0.0,0.0847457627118644,0.0,0.0,0
1,4,Colleen,Pagong,0,Pagong,8,7,13,0,0,0,0,0,0,0,1,5.0,0.04579244721974427,0.03895331549212013,0.0,0.0,0.6666666666666666,0,0,0,0,0,7,0.0,0.078125,0.0,0.0,0
1,4,Dirk,Tagi,0,Tagi,8,6,13,0,0,0,1,0,0,0,1,3.0,0.030282485875706217,0.02056497175141243,0.0,0.0,0.3333333333333333,0,0,0,0,0,6,0.0,0.046875,0.0,0.0,0
1,4,Gervase,Pagong,0,Pagong,8,7,13,0,0,0,0,0,0,0,1,8.0,0.06333630686886708,0.02140945584299732,0.0,0.0,0.6666666666666666,0,0,0,0,0,7,0.0,0.125,0.0,0.0,0
1,4,Greg,Pagong,0,Pagong,8,7,13,0,0,0,0,0,0,0,0,6.0,0.04599068292199424,0.021805927247497282,0.0,1.0,0.6666666666666666,0,0,0,0,0,7,1.0,0.09375,0.0,0.0,0
1,4,Gretchen,Pagong,0,Pagong,8,7,13,0,0,0,0,0,0,0,1,6.0,0.06537020517395183,-0.014522747546833178,0.0,0.0,0.6666666666666666,0,0,0,0,0,7,0.0,0.09375,0.0,0.0,0
1,4,Jenna,Pagong,0,Pagong,8,7,13,0,0,0,0,0,0,0,1,5.0,0.03429477648924571,0.03350183368024581,0.0,0.0,0.6666666666666666,0,0,0,0,0,7,0.0,0.078125,0.0,0.0,0
1,4,Joel,Pagong,0,Pagong,8,7,13,0,0,0,0,0,0,0,1,2.0,0.0496620081276638,-0.015763703042918034,0.0,0.0,0.6666666666666666,0,0,0,0,0,7,0.0,0.03125,0.0,0.0,0
1,4,Kelly,Tagi,0,Tagi,8,6,13,0,0,0,1,0,0,0,0,3.0,0.072062642481911,0.04658142531469918,0.0,1.0,0.3333333333333333,0,0,0,0,0,6,1.0,0.046875,0.0,0.0,0
1,4,Ramona,Pagong,1,Pagong,8,7,13,0,0,0,0,2,2,0,1,8.0,0.07929824561403509,-0.07929824561403509,0.0,0.0,0.6666666666666666,0,0,0,0,0,7,0.0,0.125,0.0,0.0,0
1,4,Richard,Tagi,0,Tagi,8,6,13,0,0,0,1,0,0,0,1,8.0,0.13322232134007336,0.03626920408365544,0.0,0.5,0.3333333333333333,0,0,0,0,0,6,0.5,0.125,0.0,0.0,0
1,4,Rudy,Tagi,0,Tagi,8,6,13,0,0,0,1,0,0,0,1,1.0,0.08217662801070473,-0.04827832292595897,0.0,0.0,0.3333333333333333,0,0,0,0,0,6,0.0,0.015625,0.0,0.0,0
1,4,Sean,Tagi,0,Tagi,8,6,13,0,0,0,1,0,0,0,1,5.0,0.059522251957577564,-0.008674794330458917,0.0,0.0,0.3333333333333333,0,0,0,0,0,6,0.0,0.078125,0.0,0.0,0
1,4,Sue,Tagi,0,Tagi,8,6,13,0,0,0,1,0,0,0,1,4.0,0.06661116067003668,0.01813460204182772,0.0,0.0,0.3333333333333333,0,0,0,0,0,6,0.0,0.0625,0.0,0.0,0
1,5,Colleen,Pagong,0,Pagong,8,6,12,0,0,0,1,0,0,0,1,3.0,0.07183411388641094,0.006290886113589064,0.0,0.0,0.5,0,0,0,0,0,6,0.0,0.05172413793103448,0.0,0.0,0
1,5,Dirk,Tagi,1,Tagi,8,6,12,0,0,0,0,0,0,0,1,4.0,0.032574152542372885,0.014300847457627115,0.0,0.0,0.5,0,0,0,0,0,6,0.0,0.06896551724137931,0.0,0.0,0
1,5,Gervase,Pagong,0,Pagong,8,6,12,0,0,0,1,0,0,0,1,4.0,0.10500297353553374,0.019997026464466258,0.0,0.5,0.5,0,0,0,0,0,6,0.5,0.06896551724137931,0.0,0.0,0
1,5,Greg,Pagong,0,Pagong,8,6,12,0,0,0,1,0,0,0,0,4.0,0.07724068292199425,0.01650931707800575,0.0,1.0,0.5,0,0,0,0,0,6,1.0,0.06896551724137931,0.0,0.0,0
1,5,Gretchen,Pagong,0,Pagong,8,6,12,0,0,0,1,0,0,0,1,4.0,0.08328687184061849,0.01046312815938151,0.0,0.0,0.5,0,0,0,0,0,6,0.0,0.06896551724137931,0.0,0.0,0
1,5,Jenna,Pagong,0,Pagong,8,6,12,0,0,0,1,0,0,0,1,5.0,0.06033644315591238,0.017788556844087623,0.0,0.0,0.5,0,0,0,0,0,6,0.0,0.08620689655172414,0.0,0.0,0
1,5,Joel,Pagong,0,Pagong,8,6,12,0,0,0,1,0,0,0,1,2.0,0.03341200812766379,-0.0021620081276637892,0.0,0.0,0.5,0,0,0,0,0,6,0.0,0.034482758620689655,0.0,0.0,0
1,5,Kelly,Tagi,0,Tagi,8,6,12,0,0,0,0,0,0,0,0,9.0,0.06102097581524433,-0.014145975815244329,0.0,1.0,0.5,0,0,0,0,0,6,1.0,0.15517241379310345,0.0,0.0,0
1,5,Richard,Tagi,0,Tagi,8,6,12,0,0,0,0,0,0,0,1,4.0,0.12155565467340668,0.0034443453265933233,0.0,0.5,0.5,0,0,0,0,0,6,0.5,0.06896551724137931,0.0,0.0,0
1,5,Rudy,Tagi,0,Tagi,8,6,12,0,0,0,0,5,5,0,1,4.0,0.03405162801070472,-0.018426628010704722,0.0,0.0,0.5,0,0,0,0,0,6,0.0,0.06896551724137931,0.0,0.0,0
1,5,Sean,Tagi,0,Tagi,8,6,12,0,0,0,0,0,0,0,1,11.0,0.07223058529091089,0.0058944147090891075,0.0,0.0,0.5,0,0,0,0,0,6,0.0,0.1896551724137931,0.0,0.0,0
1,5,Sue,Tagi,0,Tagi,8,6,12,0,0,0,0,0,0,0,1,4.0,0.06077782733670334,0.0017221726632966616,0.0,0.0,0.5,0,0,0,0,0,6,0.0,0.06896551724137931,0.0,0.0,0
1,6,Colleen,Pagong,0,Pagong,8,6,11,0,0,0,0,0,0,0,1,10.0,0.07153163354763296,-0.019807495616598482,0.0,0.0,0.6,0,0,0,0,0,6,0.0,0.15384615384615385,0.0,0.0,0
1,6,Gervase,Pagong,0,Pagong,8,6,11,0,0,0,0,0,0,0,1,9.0,0.09290375998441458,-0.02393824274303527,0.0,0.5,0.6,0,0,0,0,0,6,0.5,0.13846153846153847,0.0,0.0,0
1,6,Greg,Pagong,0,Pagong,8,6,11,0,0,0,0,0,0,0,0,1.0,0.07683737580362361,-0.007871858562244302,0.0,1.0,0.6,0,0,0,0,0,6,1.0,0.015384615384615385,0.0,0.0,0
1,6,Gretchen,Pagong,0,Pagong,8,6,11,0,0,0,0,0,0,0,1,10.0,0.07118765828949931,-0.002222141048120005,0.0,0.0,0.6,0,0,0,0,0,6,0.0,0.15384615384615385,0.0,0.0,0
1,6,Jenna,Pagong,0,Pagong,8,6,11,0,0,0,0,1,1,0,1,6.0,0.07737616890707188,0.008830727644652259,0.0,0.0,0.6,0,0,0,0,0,6,0.0,0.09230769230769231,0.0,0.0,0
1,6,Joel,Pagong,1,Pagong,8,6,11,0,0,0,0,0,0,0,1,12.0,0.03321035456847847,0.0012724040522111846,0.0,0.0,0.6,0,0,0,0,0,6,0.0,0.18461538461538463,0.0,0.0,0
1,6,Kelly,Tagi,0,Tagi,8,5,11,0,0,0,1,0,0,0,0,2.0,0.10689716052990454,0.04827525326319891,0.0,0.6666666666666667,0.4,0,0,0,0,0,5,0.6666666666666667,0.03076923076923077,0.0,0.0,0
1,6,Richard,Tagi,0,Tagi,8,5,11,0,0,0,1,0,0,0,1,6.0,0.12115234755503605,-0.05218683031365674,0.0,0.33333333333333337,0.4,0,0,0,0,0,5,0.33333333333333337,0.09230769230769231,0.0,0.0,0
1,6,Rudy,Tagi,0,Tagi,8,5,11,0,0,0,1,0,0,0,1,4.0,0.03949627410870835,0.029469243132670957,0.0,0.0,0.4,0,0,0,0,0,5,0.0,0.06153846153846154,0.0,0.0,0
1,6,Sean,Tagi,0,Tagi,8,5,11,0,0,0,1,0,0,0,1,2.0,0.10620921001363726,0.08344596240015584,0.0,0.33333333333333337,0.4,0,0,0,0,0,5,0.33333333333333337,0.03076923076923077,0.0,0.0,0
1,6,Sue,Tagi,0,Tagi,8,5,11,0,0,0,1,0,0,0,1,3.0,0.07207042665108124,-0.003104909409701928,0.0,0.0,0.4,0,0,0,0,0,5,0.0,0.046153846153846156,0.0,0.0,0
1,7,Colleen,Rattana,0,Pagong,8,10,10,1,0,0,0,2,2,0,1,5.0,0.09456509725906277,0.05928105658709108,0.0,0.0,0.5833333333333334,0,0,0,0,0,5,0.0,0.08196721311475409,0.0,0.0,0
1,7,Gervase,Rattana,0,Pagong,8,10,10,1,0,0,0,0,0,0,0,4.0,0.11080901856763925,0.02765251989389922,0.0,0.6666666666666667,0.5833333333333334,0,0,0,0,0,5,0.6666666666666667,0.06557377049180328,0.0,0.0,0
1,7,Greg,Rattana,0,Pagong,8,10,10,1,0,1,0,0,0,0,0,7.0,0.05936671087533157,-0.04398209549071618,0.0,0.6666666666666667,0.5833333333333334,0,0,0,0,0,5,0.6666666666666667,0.11475409836065574,0.0,0.0,0
1,7,Gretchen,Rattana,1,Pagong,8,10,10,1,0,0,0,0,0,0,1,5.0,0.10552055702917773,0.048325596816976124,0.0,0.0,0.5833333333333334,0,0,0,0,0,5,0.0,0.08196721311475409,0.0,0.0,0
1,7,Jenna,Rattana,0,Pagong,8,10,10,1,0,0,0,3,3,0,1,10.0,0.08554652961980548,0.006761162687886832,0.0,0.0,0.5833333333333334,0,0,0,0,0,5,0.0,0.16393442622950818,0.0,0.0,0
1,7,Kelly,Rattana,0,Tagi,8,10,10,1,0,0,0,0,0,0,0,5.0,0.07760554818744474,-0.046836317418213966,0.0,0.6666666666666667,0.4166666666666667,0,0,0,0,0,5,0.6666666666666667,0.08196721311475409,0.0,0.0,0
1,7,Richard,Rattana,0,Tagi,8,10,10,1,0,0,0,0,0,0,1,8.0,0.09542440318302388,-0.003116710875331566,0.0,0.33333333333333337,0.4166666666666667,0,0,0,0,0,5,0.33333333333333337,0.13114754098360656,0.0,0.0,0
1,7,Rudy,Rattana,0,Tagi,8,10,10,1,0,0,0,6,6,0,1,7.0,0.04870965959328028,0.01282880194518126,0.0,0.0,0.4166666666666667,0,0,0,0,0,5,0.0,0.11475409836065574,0.0,0.0,0
1,7,Sean,Rattana,0,Tagi,8,10,10,1,0,0,0,0,0,0,1,5.0,0.09951646772767463,-0.06874723695844386,0.0,0.33333333333333337,0.4166666666666667,0,0,0,0,0,5,0.33333333333333337,0.08196721311475409,0.0,0.0,0
1,7,Sue,Rattana,0,Tagi,8,10,10,1,0,0,0,1,1,0,1,5.0,0.05920645446507516,-0.013052608311229001,0.0,0.0,0.4166666666666667,0,0,0,0,0,5,0.0,0.08196721311475409,0.0,0.0,0
1,8,Colleen,Rattana,0,Pagong,8,9,9,1,0,0,0,0,0,0,1,3.0,0.0958458349639808,-0.01387862184922671,0.0,0.25,0.5,0,0,0,0,0,4,0.25,0.04838709677419355,0.0,0.0,0
1,8,Gervase,Rattana,0,Pagong,8,9,9,1,0,1,0,0,0,0,0,8.0,0.09100027539824035,-0.025426504906437067,0.0,0.75,0.5,0,0,0,0,0,4,0.75,0.12903225806451613,0.0,0.0,0
1,8,Greg,Rattana,1,Pagong,8,9,9,1,0,0,0,0,0,0,0,9.0,0.06636807699555014,0.0483860213651056,0.0,0.75,0.5714285714285714,0,0,0,0,0,4,0.75,0.14516129032258066,0.0,0.0,0
1,8,Jenna,Rattana,0,Pagong,8,9,9,1,0,0,0,4,4,0,1,10.0,0.11414967169630823,0.04978475453319996,0.0,0.25,0.5,0,0,0,0,0,4,0.25,0.16129032258064516,0.0,0.0,0
1,8,Kelly,Rattana,0,Tagi,8,9,9,1,0,0,0,0,0,0,1,8.0,0.08930295255902944,-0.0073357394442753465,0.0,0.5,0.35714285714285715,0,0,0,0,0,5,0.5,0.12903225806451613,0.0,0.0,0
1,8,Richard,Rattana,0,Tagi,8,9,9,1,0,0,0,0,0,0,1,8.0,0.09747358351089273,0.03367395747271383,0.0,0.25,0.35714285714285715,0,0,0,0,0,5,0.25,0.12903225806451613,0.0,0.0,0
1,8,Rudy,Rattana,0,Tagi,8,9,9,1,0,0,0,0,0,0,1,5.0,0.08175269238016553,0.033001405980490214,0.0,0.0,0.35714285714285715,0,0,0,0,0,5,0.0,0.08064516129032258,0.0,0.0,0
1,8,Sean,Rattana,0,Tagi,8,9,9,1,0,0,0,0,0,0,1,3.0,0.10079720543259264,-0.01882999231783855,0.0,0.5,0.35714285714285715,0,0,0,0,0,5,0.5,0.04838709677419355,0.0,0.0,0
1,8,Sue,Rattana,0,Tagi,8,9,9,1,0,0,0,0,0,0,1,8.0,0.06569552550332652,0.016271687611427568,0.0,0.0,0.35714285714285715,0,0,0,0,0,5,0.0,0.12903225806451613,0.0,0.0,0
1,9,Colleen,Rattana,0,Pagong,8,8,8,1,0,0,0,0,0,0,1,9.0,0.0947334879117005,-0.04634639113750695,0.0,0.4,0.4375,0,0,0,0,0,3,0.4,0.2,0.0,0.0,0
1,9,Gervase,Rattana,0,Pagong,8,8,8,1,0,0,0,0,0,0,0,4.0,0.11102252233928596,0.018009735725230167,0.0,0.8,0.5,0,0,0,0,0,3,0.8,0.08888888888888889,0.0,0.0,0
1,9,Jenna,Rattana,1,Pagong,8,8,8,1,0,0,0,7,7,0,1,5.0,0.1391774803726152,0.022112842208029948,0.0,0.19999999999999996,0.4375,0,0,0,0,0,3,0.19999999999999996,0.1111111111111111,0.0,0.0,0
1,9,Kelly,Rattana,0,Tagi,8,8,8,1,0,0,0,0,0,0,1,5.0,0.080589567316167,0.04844269074834913,0.0,0.4,0.3125,0,0,0,0,0,5,0.4,0.1111111111111111,0.0,0.0,0
1,9,Richard,Rattana,0,Tagi,8,8,8,1,0,0,0,1,1,0,1,8.0,0.11749583045193834,0.011536427612577782,0.0,0.19999999999999996,0.3125,0,0,0,0,0,5,0.19999999999999996,0.17777777777777778,0.0,0.0,0
1,9,Rudy,Rattana,0,Tagi,8,8,8,1,0,1,0,0,0,0,1,3.0,0.08564590706314662,-0.005000745772824042,0.0,0.0,0.3125,0,0,0,0,0,5,0.0,0.06666666666666667,0.0,0.0,0
1,9,Sean,Rattana,0,Tagi,8,8,8,1,0,0,0,0,0,0,1,5.0,0.05370784688605947,-0.005320750111865925,0.0,0.4,0.3125,0,0,0,0,0,5,0.4,0.1111111111111111,0.0,0.0,0
1,9,Sue,Rattana,0,Tagi,8,8,8,1,0,0,0,0,0,0,1,6.0,0.08571777244437212,0.043314485620144005,0.0,0.0,0.3125,0,0,0,0,0,5,0.0,0.13333333333333333,0.0,0.0,0
1,10,Colleen,Rattana,0,Pagong,8,7,7,1,0,0,0,0,0,0,1,3.0,0.11011810329631588,0.08988189670368413,0.0,0.5,0.4444444444444444,0,0,0,0,0,2,0.5,0.06976744186046512,0.0,0.0,0
1,10,Gervase,Rattana,1,Pagong,8,7,7,1,0,0,0,1,1,0,0,8.0,0.09449830581506945,-0.005609416926180555,0.0,0.8333333333333334,0.4444444444444444,0,0,0,0,0,2,0.8333333333333334,0.18604651162790697,0.0,0.0,0
1,10,Kelly,Rattana,0,Tagi,8,7,7,1,0,0,0,0,0,0,1,8.0,0.10737019409679377,0.0037409170143173354,0.0,0.5,0.2777777777777778,0,0,0,0,0,5,0.5,0.18604651162790697,0.0,0.0,0
1,10,Richard,Rattana,0,Tagi,8,7,7,1,0,1,0,0,0,0,1,8.0,0.14598585894196683,0.03179191883581095,0.0,0.16666666666666663,0.2777777777777778,0,0,0,0,0,5,0.16666666666666663,0.18604651162790697,0.0,0.0,0
1,10,Rudy,Rattana,0,Tagi,8,7,7,1,0,0,0,0,0,0,1,4.0,0.08735530877254832,-0.020688642105881658,0.0,0.0,0.3333333333333333,0,0,0,0,0,5,0.0,0.09302325581395349,0.0,0.0,0
1,10,Sean,Rattana,0,Tagi,8,7,7,1,0,0,0,1,1,0,1,4.0,0.08048847366668625,0.030622637444424852,0.0,0.33333333333333337,0.2777777777777778,0,0,0,0,0,5,0.33333333333333337,0.09302325581395349,0.0,0.0,0
1,10,Sue,Rattana,0,Tagi,8,7,7,1,0,0,0,0,0,0,1,8.0,0.11477760150420117,0.018555731829132158,0.0,0.0,0.2777777777777778,0,0,0,0,0,5,0.0,0.18604651162790697,0.0,0.0,0
1,11,Colleen,Rattana,1,Pagong,8,6,6,1,0,0,0,3,3,0,0,8.0,0.10605151287821957,-0.03628407101775445,0.0,0.5714285714285714,0.4,0,0,0,0,0,1,0.5714285714285714,0.18604651162790697,0.0,0.0,0
1,11,Kelly,Rattana,0,Tagi,8,6,6,1,0,1,0,0,0,0,1,12.0,0.14206329360117806,0.043983218026728915,0.0,0.4285714285714286,0.25,0,0,0,0,0,5,0.4285714285714286,0.27906976744186046,0.0,0.0,0
1,11,Richard,Rattana,0,Tagi,8,6,6,1,0,0,0,0,0,0,1,5.0,0.1642855158234003,0.02176099580450666,0.0,0.1428571428571429,0.3,0,0,0,0,0,5,0.1428571428571429,0.11627906976744186,0.0,0.0,0
1,11,Rudy,Rattana,0,Tagi,8,6,6,1,0,0,0,0,0,0,1,2.0,0.08011169459031424,0.012911561223639248,0.0,0.0,0.3,0,0,0,0,0,5,0.0,0.046511627906976744,0.0,0.0,0
1,11,Sean,Rattana,0,Tagi,8,6,6,1,0,0,0,3,3,0,1,6.0,0.08417382123308605,0.00884943458086744,0.0,0.2857142857142857,0.25,0,0,0,0,0,5,0.2857142857142857,0.13953488372093023,0.0,0.0,0
1,11,Sue,Rattana,0,Tagi,8,6,6,1,0,0,0,0,0,0,1,10.0,0.14947070100858548,0.0365758106193215,0.0,0.0,0.25,0,0,0,0,0,5,0.0,0.23255813953488372,0.0,0.0,0
